obs,pos_t_ratios,neg_t_ratios,med_vol_t_ratios
"2003-05-22 00:0",0,0,0
"2003-05-23 00:0",0,0,0
"2003-05-27 00:0",0,0,0
"2003-05-28 00:0",0,0,0
"2003-05-29 00:0",0,0,0
"2003-05-30 00:0",0,0,0
"2003-06-02 00:0",0,0,0
"2003-06-03 00:0",0,0,0
"2003-06-04 00:0",0,0,0
"2003-06-05 00:0",0,0,0
"2003-06-06 00:0",0,0,0
"2003-06-09 00:0",0,0,0
"2003-06-10 00:0",0,0,0
"2003-06-11 00:0",0,0,0
"2003-06-12 00:0",0,0,0
"2003-06-13 00:0",0,0,0
"2003-06-16 00:0",0,0,0
"2003-06-17 00:0",0,0,0
"2003-06-18 00:0",0,0,0
"2003-06-19 00:0",0,0,0
"2003-06-20 00:0",0,0,0
"2003-06-23 00:0",0,0,0
"2003-06-24 00:0",0,0,0
"2003-06-25 00:0",0,0,0
"2003-06-26 00:0",0,0,0
"2003-06-27 00:0",0,0,0
"2003-06-30 00:0",0,0,0
"2003-07-01 00:0",0,0,0
"2003-07-02 00:0",0,0,0
"2003-07-03 00:0",0,0,0
"2003-07-07 00:0",0,0,0
"2003-07-08 00:0",0,0,0
"2003-07-09 00:0",0,0,0
"2003-07-10 00:0",0,0,0
"2003-07-11 00:0",0,0,0
"2003-07-14 00:0",0,0,0
"2003-07-15 00:0",0,0,0
"2003-07-16 00:0",0,0,0
"2003-07-17 00:0",0,0,0
"2003-07-18 00:0",0,0,0
"2003-07-21 00:0",0,0,0
"2003-07-22 00:0",0,0,0
"2003-07-23 00:0",0,0,0
"2003-07-24 00:0",0,0,0
"2003-07-25 00:0",0,0,0
"2003-07-28 00:0",0,0,0
"2003-07-29 00:0",0,0,0
"2003-07-30 00:0",0,0,0
"2003-07-31 00:0",0,0,0
"2003-08-01 00:0",0,0,0
"2003-08-04 00:0",0,0,0
"2003-08-05 00:0",0,0,0
"2003-08-06 00:0",0,0,0
"2003-08-07 00:0",0,0,0
"2003-08-08 00:0",0,0,0
"2003-08-11 00:0",0,0,0
"2003-08-12 00:0",0,0,0
"2003-08-13 00:0",0,0,0
"2003-08-14 00:0",0,0,0
"2003-08-15 00:0",0,0,0
"2003-08-18 00:0",0,0,0
"2003-08-19 00:0",0,0,0
"2003-08-20 00:0",0,0,0
"2003-08-21 00:0",0,0,0
"2003-08-22 00:0",0,0,0
"2003-08-25 00:0",0,0,0
"2003-08-26 00:0",0,0,0
"2003-08-27 00:0",0,0,0
"2003-08-28 00:0",0,0,0
"2003-08-29 00:0",0,0,0
"2003-09-02 00:0",0,0,0
"2003-09-03 00:0",0,0,0
"2003-09-04 00:0",0,0,0
"2003-09-05 00:0",0,0,0
"2003-09-08 00:0",0,0,0
"2003-09-09 00:0",0,0,0
"2003-09-10 00:0",0,0,0
"2003-09-11 00:0",0,0,0
"2003-09-12 00:0",0,0,0
"2003-09-15 00:0",0,0,0
"2003-09-16 00:0",0,0,0
"2003-09-17 00:0",0,0,0
"2003-09-18 00:0",0,0,0
"2003-09-19 00:0",0,0,0
"2003-09-22 00:0",0,0,0
"2003-09-23 00:0",0,0,0
"2003-09-24 00:0",0,0,0
"2003-09-25 00:0",0,0,0
"2003-09-26 00:0",0,0,0
"2003-09-29 00:0",0,0,0
"2003-09-30 00:0",0,0,0
"2003-10-01 00:0",0,0,0
"2003-10-02 00:0",0,0,0
"2003-10-03 00:0",0,0,0
"2003-10-06 00:0",0,0,0
"2003-10-07 00:0",0,0,0
"2003-10-08 00:0",0,0,0
"2003-10-09 00:0",0,0,0
"2003-10-10 00:0",0,0,0
"2003-10-13 00:0",0,0,0
"2003-10-14 00:0",0,0,0
"2003-10-15 00:0",0,0,0
"2003-10-16 00:0",0,0,0
"2003-10-17 00:0",0,0,0
"2003-10-20 00:0",0,0,0
"2003-10-21 00:0",0,0,0
"2003-10-22 00:0",0,0,0
"2003-10-23 00:0",0,0,0
"2003-10-24 00:0",0,0,0
"2003-10-27 00:0",0,0,0
"2003-10-28 00:0",0,0,0
"2003-10-29 00:0",0,0,0
"2003-10-30 00:0",0,0,0
"2003-10-31 00:0",0,0,0
"2003-11-03 00:0",0,0,0
"2003-11-04 00:0",0,0,0
"2003-11-05 00:0",0,0,0
"2003-11-06 00:0",0,0,0
"2003-11-07 00:0",0,0,0
"2003-11-10 00:0",0,0,0
"2003-11-11 00:0",0,0,0
"2003-11-12 00:0",0,0,0
"2003-11-13 00:0",0,0,0
"2003-11-14 00:0",0,0,0
"2003-11-17 00:0",0,0,0
"2003-11-18 00:0",0,0,0
"2003-11-19 00:0",0,0,0
"2003-11-20 00:0",0,0,0
"2003-11-21 00:0",0,0,0
"2003-11-24 00:0",0,0,0
"2003-11-25 00:0",0,0,0
"2003-11-26 00:0",0,0,0
"2003-11-28 00:0",0,0,0
"2003-12-01 00:0",0,0,0
"2003-12-02 00:0",0,0,0
"2003-12-03 00:0",0,0,0
"2003-12-04 00:0",0,0,0
"2003-12-05 00:0",0,0,0
"2003-12-08 00:0",0,0,0
"2003-12-09 00:0",0,0,0
"2003-12-10 00:0",0,0,0
"2003-12-11 00:0",0,0,0
"2003-12-12 00:0",0,0,0
"2003-12-15 00:0",0,0,0
"2003-12-16 00:0",0,0,0
"2003-12-17 00:0",0,0,0
"2003-12-18 00:0",0,0,0
"2003-12-19 00:0",0,0,0
"2003-12-22 00:0",0,0,0
"2003-12-23 00:0",0,0,0
"2003-12-24 00:0",0,0,0
"2003-12-26 00:0",0,0,0
"2003-12-29 00:0",0,0,0
"2003-12-30 00:0",0,0,0
"2003-12-31 00:0",0,0,0
"2004-01-02 00:0",1.28511804815085,-0.156589429442451,1.55598339511149
"2004-01-05 00:0",1.26263784208248,-0.132010116626501,1.62000981332838
"2004-01-06 00:0",1.44126689010041,-0.203015614968092,1.55799379437241
"2004-01-07 00:0",1.4170310547093,-0.241790360493234,1.46245799982336
"2004-01-08 00:0",1.38177039005451,-0.216101922440233,1.48606011479962
"2004-01-09 00:0",1.33701051351824,-0.202866050583899,1.70896658272448
"2004-01-12 00:0",1.36930908707357,-0.202769713739877,1.69598897167088
"2004-01-13 00:0",1.34222734141102,-0.200483578673716,1.62486281227556
"2004-01-14 00:0",1.5951298261085,0.0260838008186899,1.59366113998558
"2004-01-15 00:0",1.54010685747768,-0.0482251966046517,1.63301351289769
"2004-01-16 00:0",1.69120790595058,-0.140459626998995,1.58939371449285
"2004-01-20 00:0",1.68406326190943,-0.127258225454965,1.43737532890773
"2004-01-21 00:0",1.67379834707394,-0.124358180852821,1.41097205840607
"2004-01-22 00:0",1.67370097391795,-0.118607540296324,1.54221232128783
"2004-01-23 00:0",1.89625776392176,-0.0813288561866352,1.23145888428368
"2004-01-26 00:0",2.00535683496382,-0.0106423042168842,1.1756212464285
"2004-01-27 00:0",1.99640821643418,0.0179423218951032,1.36269852890624
"2004-01-28 00:0",2.16120435888464,0.802784635743957,1.02763213385357
"2004-01-29 00:0",2.0336097522717,0.819891956790944,1.0920612326123
"2004-01-30 00:0",2.02466414907975,0.802323822296722,1.01817659489876
"2004-02-02 00:0",1.98041677059893,0.790819422586565,1.03506749054686
"2004-02-03 00:0",1.9513873873836,0.746614319854407,1.12403454362308
"2004-02-04 00:0",1.92118966789399,0.744472043049606,0.876358963781053
"2004-02-05 00:0",2.0947253546456,0.701970668970336,1.01307760392135
"2004-02-06 00:0",2.14628655595524,0.664366998930916,1.06986111020456
"2004-02-09 00:0",2.13541040951568,0.623535565889075,1.01139269941333
"2004-02-10 00:0",2.1051989356659,0.628836680286462,1.03593011268404
"2004-02-11 00:0",2.06038263037188,0.795129368669219,1.09231197848949
"2004-02-12 00:0",2.08394635086255,0.780868648991026,1.08483198258301
"2004-02-13 00:0",2.09848734633846,0.771287459251159,1.08719746045404
"2004-02-17 00:0",2.07007895335275,0.777638947688048,1.10083009132989
"2004-02-18 00:0",2.02717758737801,0.765518306792637,1.15493560573056
"2004-02-19 00:0",2.0239191554625,0.773853668526943,1.2119400291685
"2004-02-20 00:0",1.95891969014073,0.704555132615059,1.6300320471182
"2004-02-23 00:0",1.89956366244404,0.686371014792887,1.64544637624289
"2004-02-24 00:0",1.91033956764083,0.747164135534122,1.60536445058288
"2004-02-25 00:0",1.93936800971036,0.788301071306563,1.56538984798749
"2004-02-26 00:0",1.8455985191681,1.12571424803299,1.44574548549002
"2004-02-27 00:0",1.84093580497089,1.1254496221223,1.46057517103875
"2004-03-01 00:0",1.82274259818076,1.12648991382593,1.37422036039675
"2004-03-02 00:0",1.76197198669588,1.14259952167716,1.34201780997648
"2004-03-03 00:0",1.83188604619383,1.21935826653198,1.38458767460747
"2004-03-04 00:0",1.85916075709769,1.21323993573603,1.17257724702442
"2004-03-05 00:0",1.85144072756753,1.23458064265726,1.13042049818781
"2004-03-08 00:0",1.90680639266461,1.41432863549175,1.31590061590876
"2004-03-09 00:0",1.90114985204501,1.40109734877898,1.37873002970428
"2004-03-10 00:0",1.84440619369949,1.23250211395222,1.48119614071763
"2004-03-11 00:0",1.88628602311798,1.16307785467954,1.49384548718722
"2004-03-12 00:0",1.884458615777,1.16207037231698,1.51346062421689
"2004-03-15 00:0",1.80281946671664,1.27515253723755,1.50613635636829
"2004-03-16 00:0",1.69309252388208,1.4897180431999,1.54829009454951
"2004-03-17 00:0",1.69846215031746,1.66278742552024,1.66818012133409
"2004-03-18 00:0",1.7358996524585,1.6068043989403,1.59089609373879
"2004-03-19 00:0",1.76446996662212,1.62832079788958,1.57599021869817
"2004-03-22 00:0",1.74653316152432,1.63346669055596,1.60200392411019
"2004-03-23 00:0",1.7625079344117,1.55004143730214,1.53859052641399
"2004-03-24 00:0",1.89759162203134,1.50882965684033,1.43903841578554
"2004-03-25 00:0",1.95260303318358,1.53572064760538,1.39879953883521
"2004-03-26 00:0",1.9780292313882,1.5374830765182,1.38624293745931
"2004-03-29 00:0",1.97637108343464,1.54735582540559,1.36667358902507
"2004-03-30 00:0",1.91155297783286,1.54134752411084,1.36577942521899
"2004-03-31 00:0",1.9113580932993,1.54752734558585,1.40978793265758
"2004-04-01 00:0",1.93733093671418,1.55232732700299,1.41978702153781
"2004-04-02 00:0",1.84874603088168,1.55843371582689,1.45354336555927
"2004-04-05 00:0",1.79540390798794,1.60734676835506,1.44282155738685
"2004-04-06 00:0",1.81788376868908,1.6151292482052,1.44008718504095
"2004-04-07 00:0",1.75066486893639,1.55853106218558,1.49612382352651
"2004-04-08 00:0",1.74239939476522,1.55513315603136,1.5280494625267
"2004-04-12 00:0",1.71874222243201,1.50186188035347,1.49576325047722
"2004-04-13 00:0",1.69466485059561,1.42884131219914,1.48436404407774
"2004-04-14 00:0",1.67818285648265,1.43676774567253,1.53136603504739
"2004-04-15 00:0",1.63883693983275,1.4397210100277,1.41512887625021
"2004-04-16 00:0",1.63721120400035,1.40835559051237,1.4229326994072
"2004-04-19 00:0",1.64419697440929,1.40459438843352,1.32040775576608
"2004-04-20 00:0",1.61895206299688,1.42421324778443,1.40674294116034
"2004-04-21 00:0",1.64669437166118,1.43529632673535,1.42127354805647
"2004-04-22 00:0",1.66666524161391,1.43764783449356,1.4412339640243
"2004-04-23 00:0",1.73208129039514,1.36572438221372,1.5034636807482
"2004-04-26 00:0",1.73806211859081,1.36826220636587,1.50882157492835
"2004-04-27 00:0",1.74766399070236,1.35841373706726,1.5151995957195
"2004-04-28 00:0",1.8106279222373,1.36936846506973,1.41465394153898
"2004-04-29 00:0",1.81425783851056,1.37349226519978,1.44975130167489
"2004-04-30 00:0",1.8135556673955,1.36577286726178,1.49149175619629
"2004-05-03 00:0",1.82639816287638,1.37233408104093,1.53589186129358
"2004-05-04 00:0",1.83354546131583,1.38158535972298,1.54209429147115
"2004-05-05 00:0",1.80473667264669,1.32883717086797,1.64137806990841
"2004-05-06 00:0",1.82161410435746,1.35911065403806,1.530999351794
"2004-05-07 00:0",1.85833375039655,1.35705229114492,1.42433245731406
"2004-05-10 00:0",1.83107056046937,1.37490103054456,1.39077513879112
"2004-05-11 00:0",1.80176231374075,1.42065609476403,1.40547795105633
"2004-05-12 00:0",1.76656958477963,1.42480726328935,1.39485642473333
"2004-05-13 00:0",1.75851899397905,1.42096760123193,1.35350883147024
"2004-05-14 00:0",1.8171032270986,1.45316477519752,1.35928633506632
"2004-05-17 00:0",1.78636400787415,1.43257750223155,1.32742197479969
"2004-05-18 00:0",1.79421619785751,1.51080332316856,1.21640536374892
"2004-05-19 00:0",1.6768925952811,1.56193137439478,1.2408476232856
"2004-05-20 00:0",1.70849362584189,1.52964747600339,1.14617818943016
"2004-05-21 00:0",1.76697538265389,1.51194553189013,1.16826366553027
"2004-05-24 00:0",1.70184736804398,1.52292947087609,1.13149959670498
"2004-05-25 00:0",1.75235920522671,1.54475566260568,1.13180790170826
"2004-05-26 00:0",1.73687611659775,1.48657668125031,1.08476215651674
"2004-05-27 00:0",1.80197236707613,1.46318136313417,0.374174557663383
"2004-05-28 00:0",1.91844317153925,1.26379557456163,0.395495136691675
"2004-06-01 00:0",1.95045834877091,1.25603602442994,0.398900542427038
"2004-06-02 00:0",2.01098560485467,1.28761766480099,0.870174494771755
"2004-06-03 00:0",2.03141300543781,1.32499467895825,0.615118329952821
"2004-06-04 00:0",2.0476525030463,1.30527208237031,0.649502371096316
"2004-06-07 00:0",2.05091547932307,1.25756156455617,0.644210539762367
"2004-06-08 00:0",2.10932130009392,1.24822831070868,0.72115565198805
"2004-06-09 00:0",2.10097591945058,1.24827784010752,0.763478216787878
"2004-06-10 00:0",2.09725258162508,1.25128072571826,0.842293607106274
"2004-06-14 00:0",2.10314459043862,1.25309566205434,0.838559900349815
"2004-06-15 00:0",2.11555957685577,1.2468856472971,0.686641747427218
"2004-06-16 00:0",1.9386638658342,1.23752816841436,0.667988497758445
"2004-06-17 00:0",1.92861900960485,1.24074008113627,0.741585428223346
"2004-06-18 00:0",1.9330148858164,1.24471828399738,0.70621061559543
"2004-06-21 00:0",1.9057413657003,1.20077428045028,0.735050749769877
"2004-06-22 00:0",2.1917358212547,1.17591249633894,0.803266180999344
"2004-06-23 00:0",2.181864555571,1.15320347009153,0.773051830058139
"2004-06-24 00:0",2.1778803036281,1.13440770465181,0.752335701277465
"2004-06-25 00:0",2.15979536729734,1.18057619724525,0.735083102617537
"2004-06-28 00:0",2.14132522659636,1.14326386055,0.690361145559849
"2004-06-29 00:0",2.2020643725931,1.05932805591293,0.683980438111934
"2004-06-30 00:0",2.19704409412206,1.05132814224572,0.683315861777047
"2004-07-01 00:0",2.19599939359889,1.04735997240038,0.647188957778985
"2004-07-02 00:0",2.08247443909195,1.02025234818425,0.611510657410872
"2004-07-06 00:0",2.09231946650334,1.00703253449204,0.596915212111599
"2004-07-07 00:0",2.05850987456053,1.03950027836399,0.777247870655007
"2004-07-08 00:0",2.03673554361522,1.01262481281614,0.781385940161107
"2004-07-09 00:0",2.03513887823429,1.01445387624949,0.694504853083946
"2004-07-12 00:0",2.03368794985113,1.00601926526992,0.673280299521481
"2004-07-13 00:0",2.01450021876776,1.02571746917077,0.639045364969227
"2004-07-14 00:0",2.00345320266584,1.02186637888312,0.635358929196899
"2004-07-15 00:0",2.02543267390979,1.02485740152492,0.621790613049329
"2004-07-16 00:0",2.02672328964997,1.02535558319627,0.626979809150731
"2004-07-19 00:0",2.05009656085424,1.03996402797942,0.572984462140585
"2004-07-20 00:0",1.96738271540823,1.09181747431665,0.595393203559277
"2004-07-21 00:0",2.05764206644534,1.13763406748179,0.443612106017669
"2004-07-22 00:0",2.08838952258535,1.13360477391058,0.44171440546186
"2004-07-23 00:0",2.09045292422452,1.15042248272516,0.320726809677976
"2004-07-26 00:0",2.08942171759037,1.14901035044553,0.321716659791412
"2004-07-27 00:0",2.08365728738847,1.1366287916555,0.317754051011242
"2004-07-28 00:0",2.19724448489525,1.11002596998789,0.318468782159772
"2004-07-29 00:0",2.17823081054876,1.09589799053376,0.273036888066275
"2004-07-30 00:0",2.15026983749603,1.11628761775574,0.255683773170928
"2004-08-02 00:0",2.06000608823798,1.04928393771744,0.252798866403926
"2004-08-03 00:0",2.04451631753792,1.03709093863494,0.240044612064417
"2004-08-04 00:0",2.06650338334459,1.03999278953595,0.421055478513029
"2004-08-05 00:0",2.11024456851206,0.932373062044032,0.348833236248903
"2004-08-06 00:0",2.14366611586752,0.941290722128549,0.385041580727869
"2004-08-09 00:0",2.14506748551724,0.881419821916036,0.384953004485822
"2004-08-10 00:0",2.08196260200316,0.896069207250249,0.44225474926638
"2004-08-11 00:0",2.07441203254041,0.909071133765187,0.463055709093604
"2004-08-12 00:0",2.10089538334968,0.927088641053749,0.479768662577734
"2004-08-13 00:0",2.10511820759652,0.92596728746755,0.46589423879635
"2004-08-16 00:0",2.11575703106862,0.972648184302402,0.443182603826431
"2004-08-17 00:0",2.11583264461072,1.00294511589723,0.389251907260717
"2004-08-18 00:0",2.12872326248258,1.00952153036416,0.382979091638028
"2004-08-19 00:0",2.23945280477906,1.06027205984875,0.385363831829108
"2004-08-20 00:0",2.23572344489037,1.02980789481212,0.469911063354389
"2004-08-23 00:0",2.21648349350484,0.991500672943592,0.38794284886842
"2004-08-24 00:0",1.85269019828621,0.841765196575459,0.233488178866052
"2004-08-25 00:0",1.86483356508503,0.786154235757603,0.130205021355038
"2004-08-26 00:0",1.75743390154011,0.730509649168306,0.19846320087348
"2004-08-27 00:0",1.75951955500092,0.7411354697765,0.167087281053331
"2004-08-30 00:0",1.74514609418112,0.749544561187793,0.183853984944719
"2004-08-31 00:0",1.68713379728365,0.779595951219688,0.182043339706179
"2004-09-01 00:0",1.62814947058397,0.757510119260762,0.180283535277027
"2004-09-02 00:0",1.6239380642525,0.784204393638065,0.15411723732139
"2004-09-03 00:0",1.6307898251581,0.818870876842464,0.137258426056775
"2004-09-07 00:0",1.64409250468867,0.813790955404239,0.201942431696665
"2004-09-08 00:0",1.69359221555866,0.83201699935456,0.11208242949711
"2004-09-09 00:0",1.6890919211572,0.808213386584896,0.155563611280481
"2004-09-10 00:0",1.64305928933862,0.747910547908459,0.203080759419668
"2004-09-13 00:0",1.65828491361193,0.748610503421951,0.202213157839998
"2004-09-14 00:0",1.60885029268627,0.757053346359324,0.210279998466924
"2004-09-15 00:0",1.41103339476671,0.776196992914352,0.281071032183602
"2004-09-16 00:0",1.42346059425873,0.779920232737351,0.289666733497377
"2004-09-17 00:0",1.49164206391026,0.72312262234108,0.417913814009839
"2004-09-20 00:0",1.49661384648974,0.704071274931753,0.415780006340695
"2004-09-21 00:0",1.50525331961506,0.676092485496566,0.407788145471388
"2004-09-22 00:0",1.45592285947546,0.80920083070084,0.220242570225021
"2004-09-23 00:0",1.46576822417592,0.819084321060307,0.228485783263789
"2004-09-24 00:0",1.46921115352907,0.818151426156417,0.239609197149316
"2004-09-27 00:0",1.47345304239795,0.827528575477659,0.374370963486532
"2004-09-28 00:0",1.47675025941573,0.815361034385248,0.384838969749304
"2004-09-29 00:0",1.49708734348158,0.843418886882981,0.401565925555767
"2004-09-30 00:0",1.55346134087742,0.920975708756808,0.335380752797654
"2004-10-01 00:0",1.56682876092842,1.02264317896015,0.313297664071319
"2004-10-04 00:0",1.58684609701797,1.01685396242981,0.28564700920455
"2004-10-05 00:0",1.39450253146223,1.11705115447399,0.123834404750747
"2004-10-06 00:0",1.45378621019625,1.11164758426259,0.154079597113675
"2004-10-07 00:0",1.46264006521585,1.11389282283621,0.165226542861354
"2004-10-08 00:0",1.47706001945855,1.11951526834885,0.115983572689697
"2004-10-11 00:0",1.47367212304463,1.10236513379518,0.166411082740948
"2004-10-12 00:0",1.4582298596193,1.10094933428588,0.158157031455575
"2004-10-13 00:0",1.44278840399328,1.12561099021243,0.235959519544395
"2004-10-14 00:0",1.49395181873368,1.03882958383066,0.259681147722218
"2004-10-15 00:0",1.52872179897376,1.07116583687226,0.361152205729709
"2004-10-18 00:0",1.45391283781447,1.05596550568057,0.561732859052584
"2004-10-19 00:0",1.45185784771404,1.05640920940611,0.498838424694642
"2004-10-20 00:0",1.4187996929102,1.10664767273349,0.545007560353047
"2004-10-21 00:0",1.47426920804859,1.00753709265108,0.486200410734791
"2004-10-22 00:0",1.43743962980506,1.00845329390383,0.481033857923792
"2004-10-25 00:0",1.44747458701156,0.9992226359868,0.436341411657786
"2004-10-26 00:0",1.45680228433895,1.03633617432374,0.467525066055291
"2004-10-27 00:0",1.48844054594446,0.968020513174205,0.447790132490275
"2004-10-28 00:0",1.42974148111167,0.901027833984491,0.450920190906075
"2004-10-29 00:0",1.46453099664641,0.889367342426037,0.74455947520292
"2004-11-01 00:0",1.43950446473752,0.878654038495665,0.718739000925664
"2004-11-02 00:0",1.61229630136711,0.644242439262205,1.18892577054542
"2004-11-03 00:0",1.53518423616554,0.63314315166392,0.0440421641781344
"2004-11-04 00:0",1.39523230883758,0.656477005448961,0.0708538767352006
"2004-11-05 00:0",1.54133064337397,0.644056649096334,-0.115456401988676
"2004-11-08 00:0",1.49030738429735,0.628415753667964,-0.0886770240588806
"2004-11-09 00:0",1.46596301832951,0.624169649290664,-0.109270590388032
"2004-11-10 00:0",1.44637885275691,0.616871778717589,-0.0808377728929591
"2004-11-11 00:0",1.42918287159703,0.620232829948384,-0.124411325727489
"2004-11-12 00:0",1.54308230608504,0.590099389318853,-0.0921869734028185
"2004-11-15 00:0",1.51468632495388,0.628647316490498,-0.0857006248117785
"2004-11-16 00:0",1.51139639676698,0.622409891176504,-0.0887734022957481
"2004-11-17 00:0",1.46890110251998,0.552360306799891,-0.0827920781178095
"2004-11-18 00:0",1.50480696966661,0.543392368064553,-0.0263161932343625
"2004-11-19 00:0",1.48009832232646,0.489718121012304,-0.0583400479517911
"2004-11-22 00:0",1.49247780830207,0.489252389015289,-0.0992285297476145
"2004-11-23 00:0",1.43500285594189,0.529298118078762,-0.114514383467144
"2004-11-24 00:0",1.45678447366702,0.520952705804088,-0.0982111230889332
"2004-11-26 00:0",1.41167748675739,0.540526096427006,-0.108372466436435
"2004-11-29 00:0",1.41641801044211,0.536306964496568,-0.0731579480551158
"2004-11-30 00:0",1.43547084723891,0.539860331521987,-0.145762157628717
"2004-12-01 00:0",1.42575304241553,0.431524633055653,0.0226792406149264
"2004-12-02 00:0",1.45829446495267,0.40404330186963,-0.0433842091030528
"2004-12-03 00:0",1.36761199745089,0.416060639767634,-0.156143395342878
"2004-12-06 00:0",1.4643192788539,0.383124704119443,-0.0852921785480861
"2004-12-07 00:0",1.39080414986692,0.370688159580512,-0.197965349251698
"2004-12-08 00:0",1.38145667053221,0.370548913648634,-0.25953075498641
"2004-12-09 00:0",1.38351029822426,0.36505568806161,-0.267457983681174
"2004-12-10 00:0",1.24708947455847,0.502303620280083,-0.135421563731695
"2004-12-13 00:0",1.22978091503058,0.480707254830079,-0.146325254996868
"2004-12-14 00:0",1.14558948766767,0.476024612580701,-0.204057029043132
"2004-12-15 00:0",1.31421056463006,0.427493732000436,-0.169257678948719
"2004-12-16 00:0",1.3904345123168,0.429247310005137,-0.0396100213121489
"2004-12-17 00:0",1.46818899480424,0.492158096203829,-0.0334426952511819
"2004-12-20 00:0",1.48399910184707,0.486547828942183,-0.0553796464704509
"2004-12-21 00:0",1.47583917860916,0.487698004497284,-0.0795787890494256
"2004-12-22 00:0",1.50016731319291,0.490163015900682,-0.0263132083139672
"2004-12-23 00:0",1.49683931090158,0.503643417515143,-0.0235042751185297
"2004-12-27 00:0",1.49544751736996,0.503754126612505,-0.0114140695624582
"2004-12-28 00:0",1.49195621484754,0.505374311607619,0.00763110916006006
"2004-12-29 00:0",1.48787448090388,0.497113870241436,-0.0527527624531125
"2004-12-30 00:0",1.37185841697174,0.560514660309495,-0.0614008649345552
"2004-12-31 00:0",1.39051179806939,0.607874936119961,-0.0489789091014032
"2005-01-03 00:0",1.43629964439063,0.564489160681008,-0.10054441418333
"2005-01-04 00:0",1.41782998884179,0.546744326042762,-0.0889536068171294
"2005-01-05 00:0",1.38011834715954,0.55226913503758,-0.0955493150178771
"2005-01-06 00:0",1.50479912889371,0.516423044233566,-0.0264040497415125
"2005-01-07 00:0",1.30193119074373,0.38777775472219,-0.00990457596173096
"2005-01-10 00:0",1.34104773750537,0.368720490717383,-0.0187906607146771
