obs,neg_p_values_lag_one,neg_p_values_lag_two,neg_p_values_lag_three,neg_p_values_lag_four,neg_p_values_lag_five
"2004-04-29 00:0",0,0,0,0,0
"2004-04-30 00:0",0,0,0,0,0
"2004-05-03 00:0",0,0,0,0,0
"2004-05-04 00:0",0,0,0,0,0
"2004-05-05 00:0",0,0,0,0,0
"2004-05-06 00:0",0,0,0,0,0
"2004-05-07 00:0",0,0,0,0,0
"2004-05-10 00:0",0,0,0,0,0
"2004-05-11 00:0",0,0,0,0,0
"2004-05-12 00:0",0,0,0,0,0
"2004-05-13 00:0",0,0,0,0,0
"2004-05-14 00:0",0,0,0,0,0
"2004-05-17 00:0",0,0,0,0,0
"2004-05-18 00:0",0,0,0,0,0
"2004-05-19 00:0",0,0,0,0,0
"2004-05-20 00:0",0,0,0,0,0
"2004-05-21 00:0",0,0,0,0,0
"2004-05-24 00:0",0,0,0,0,0
"2004-05-25 00:0",0,0,0,0,0
"2004-05-26 00:0",0,0,0,0,0
"2004-05-27 00:0",0,0,0,0,0
"2004-05-28 00:0",0,0,0,0,0
"2004-06-01 00:0",0,0,0,0,0
"2004-06-02 00:0",0,0,0,0,0
"2004-06-03 00:0",0,0,0,0,0
"2004-06-04 00:0",0,0,0,0,0
"2004-06-07 00:0",0,0,0,0,0
"2004-06-08 00:0",0,0,0,0,0
"2004-06-09 00:0",0,0,0,0,0
"2004-06-10 00:0",0,0,0,0,0
"2004-06-14 00:0",0,0,0,0,0
"2004-06-15 00:0",0,0,0,0,0
"2004-06-16 00:0",0,0,0,0,0
"2004-06-17 00:0",0,0,0,0,0
"2004-06-18 00:0",0,0,0,0,0
"2004-06-21 00:0",0,0,0,0,0
"2004-06-22 00:0",0,0,0,0,0
"2004-06-23 00:0",0,0,0,0,0
"2004-06-24 00:0",0,0,0,0,0
"2004-06-25 00:0",0,0,0,0,0
"2004-06-28 00:0",0,0,0,0,0
"2004-06-29 00:0",0,0,0,0,0
"2004-06-30 00:0",0,0,0,0,0
"2004-07-01 00:0",0,0,0,0,0
"2004-07-02 00:0",0,0,0,0,0
"2004-07-06 00:0",0,0,0,0,0
"2004-07-07 00:0",0,0,0,0,0
"2004-07-08 00:0",0,0,0,0,0
"2004-07-09 00:0",0,0,0,0,0
"2004-07-12 00:0",0,0,0,0,0
"2004-07-13 00:0",0,0,0,0,0
"2004-07-14 00:0",0,0,0,0,0
"2004-07-15 00:0",0,0,0,0,0
"2004-07-16 00:0",0,0,0,0,0
"2004-07-19 00:0",0,0,0,0,0
"2004-07-20 00:0",0,0,0,0,0
"2004-07-21 00:0",0,0,0,0,0
"2004-07-22 00:0",0,0,0,0,0
"2004-07-23 00:0",0,0,0,0,0
"2004-07-26 00:0",0,0,0,0,0
"2004-07-27 00:0",0,0,0,0,0
"2004-07-28 00:0",0,0,0,0,0
"2004-07-29 00:0",0,0,0,0,0
"2004-07-30 00:0",0,0,0,0,0
"2004-08-02 00:0",0,0,0,0,0
"2004-08-03 00:0",0,0,0,0,0
"2004-08-04 00:0",0,0,0,0,0
"2004-08-05 00:0",0,0,0,0,0
"2004-08-06 00:0",0,0,0,0,0
"2004-08-09 00:0",0,0,0,0,0
"2004-08-10 00:0",0,0,0,0,0
"2004-08-11 00:0",0,0,0,0,0
"2004-08-12 00:0",0,0,0,0,0
"2004-08-13 00:0",0,0,0,0,0
"2004-08-16 00:0",0,0,0,0,0
"2004-08-17 00:0",0,0,0,0,0
"2004-08-18 00:0",0,0,0,0,0
"2004-08-19 00:0",0,0,0,0,0
"2004-08-20 00:0",0,0,0,0,0
"2004-08-23 00:0",0,0,0,0,0
"2004-08-24 00:0",0,0,0,0,0
"2004-08-25 00:0",0,0,0,0,0
"2004-08-26 00:0",0,0,0,0,0
"2004-08-27 00:0",0,0,0,0,0
"2004-08-30 00:0",0,0,0,0,0
"2004-08-31 00:0",0,0,0,0,0
"2004-09-01 00:0",0,0,0,0,0
"2004-09-02 00:0",0,0,0,0,0
"2004-09-03 00:0",0,0,0,0,0
"2004-09-07 00:0",0,0,0,0,0
"2004-09-08 00:0",0,0,0,0,0
"2004-09-09 00:0",0,0,0,0,0
"2004-09-10 00:0",0,0,0,0,0
"2004-09-13 00:0",0,0,0,0,0
"2004-09-14 00:0",0,0,0,0,0
"2004-09-15 00:0",0,0,0,0,0
"2004-09-16 00:0",0,0,0,0,0
"2004-09-17 00:0",0,0,0,0,0
"2004-09-20 00:0",0,0,0,0,0
"2004-09-21 00:0",0,0,0,0,0
"2004-09-22 00:0",0,0,0,0,0
"2004-09-23 00:0",0,0,0,0,0
"2004-09-24 00:0",0,0,0,0,0
"2004-09-27 00:0",0,0,0,0,0
"2004-09-28 00:0",0,0,0,0,0
"2004-09-29 00:0",0,0,0,0,0
"2004-09-30 00:0",0,0,0,0,0
"2004-10-01 00:0",0,0,0,0,0
"2004-10-04 00:0",0,0,0,0,0
"2004-10-05 00:0",0,0,0,0,0
"2004-10-06 00:0",0,0,0,0,0
"2004-10-07 00:0",0,0,0,0,0
"2004-10-08 00:0",0,0,0,0,0
"2004-10-11 00:0",0,0,0,0,0
"2004-10-12 00:0",0,0,0,0,0
"2004-10-13 00:0",0,0,0,0,0
"2004-10-14 00:0",0,0,0,0,0
"2004-10-15 00:0",0,0,0,0,0
"2004-10-18 00:0",0,0,0,0,0
"2004-10-19 00:0",0,0,0,0,0
"2004-10-20 00:0",0,0,0,0,0
"2004-10-21 00:0",0,0,0,0,0
"2004-10-22 00:0",0,0,0,0,0
"2004-10-25 00:0",0,0,0,0,0
"2004-10-26 00:0",0,0,0,0,0
"2004-10-27 00:0",0,0,0,0,0
"2004-10-28 00:0",0,0,0,0,0
"2004-10-29 00:0",0,0,0,0,0
"2004-11-01 00:0",0,0,0,0,0
"2004-11-02 00:0",0,0,0,0,0
"2004-11-03 00:0",0,0,0,0,0
"2004-11-04 00:0",0,0,0,0,0
"2004-11-05 00:0",0,0,0,0,0
"2004-11-08 00:0",0,0,0,0,0
"2004-11-09 00:0",0,0,0,0,0
"2004-11-10 00:0",0,0,0,0,0
"2004-11-11 00:0",0,0,0,0,0
"2004-11-12 00:0",0,0,0,0,0
"2004-11-15 00:0",0,0,0,0,0
"2004-11-16 00:0",0,0,0,0,0
"2004-11-17 00:0",0,0,0,0,0
"2004-11-18 00:0",0,0,0,0,0
"2004-11-19 00:0",0,0,0,0,0
"2004-11-22 00:0",0,0,0,0,0
"2004-11-23 00:0",0,0,0,0,0
"2004-11-24 00:0",0,0,0,0,0
"2004-11-26 00:0",0,0,0,0,0
"2004-11-29 00:0",0,0,0,0,0
"2004-11-30 00:0",0,0,0,0,0
"2004-12-01 00:0",0,0,0,0,0
"2004-12-02 00:0",0,0,0,0,0
"2004-12-03 00:0",0,0,0,0,0
"2004-12-06 00:0",0,0,0,0,0
"2004-12-07 00:0",0,0,0,0,0
"2004-12-08 00:0",0,0,0,0,0
"2004-12-09 00:0",0,0,0,0,0
"2004-12-10 00:0",0,0,0,0,0
"2004-12-13 00:0",0,0,0,0,0
"2004-12-14 00:0",0,0,0,0,0
"2004-12-15 00:0",0,0,0,0,0
"2004-12-16 00:0",0,0,0,0,0
"2004-12-17 00:0",0,0,0,0,0
"2004-12-20 00:0",0,0,0,0,0
"2004-12-21 00:0",0,0,0,0,0
"2004-12-22 00:0",0,0,0,0,0
"2004-12-23 00:0",0,0,0,0,0
"2004-12-27 00:0",0,0,0,0,0
"2004-12-28 00:0",0,0,0,0,0
"2004-12-29 00:0",0,0,0,0,0
"2004-12-30 00:0",0,0,0,0,0
"2004-12-31 00:0",0,0,0,0,0
"2005-01-03 00:0",0,0,0,0,0
"2005-01-04 00:0",0.176030412134408,0.289068950491593,0.065782447392349,0.700089766703087,0.365416425498778
"2005-01-05 00:0",0.249134911580688,0.308027781124316,0.0609838464321134,0.734481099113076,0.366509707873909
"2005-01-06 00:0",0.269177461164908,0.306020608995002,0.0677094730939618,0.701468565531352,0.340722935159118
"2005-01-07 00:0",0.184349638856906,0.304298437129476,0.08486715141026,0.730333275132165,0.368815430191624
"2005-01-10 00:0",0.182255427392544,0.278474621495327,0.0851723635714466,0.697241268455119,0.376055848768433
"2005-01-11 00:0",0.212051930704,0.275437218611214,0.100202135271625,0.692279325217954,0.365409336257868
"2005-01-12 00:0",0.208603308779728,0.280013784577665,0.0963137426837255,0.739997341033547,0.36433462661302
"2005-01-13 00:0",0.211549796542539,0.279207022984479,0.0924016391582597,0.744403902485309,0.372981237007959
"2005-01-14 00:0",0.239448971689318,0.267505419898714,0.0950511591427892,0.813697022526599,0.361335685475354
"2005-01-18 00:0",0.232424633817817,0.254494313048849,0.0932060682635708,0.834140228656205,0.376533245578131
"2005-01-19 00:0",0.236591954028557,0.251243213197791,0.108155044073528,0.875615625549841,0.381782167148667
"2005-01-20 00:0",0.417564377528367,0.248107368782396,0.106813816214339,0.859251837005347,0.353687362475426
"2005-01-21 00:0",0.426824397436133,0.570155698646381,0.15906128294985,0.842727357341984,0.952109637884385
"2005-01-24 00:0",0.409903349924276,0.573509387950713,0.173888366245897,0.808995142629557,0.961078961732837
"2005-01-25 00:0",0.487893393129536,0.561883453356277,0.187849187658993,0.771093725618877,0.915811905898104
"2005-01-26 00:0",0.885193341386899,0.355123472453615,0.211011395259413,0.93178627314415,0.894169257279004
"2005-01-27 00:0",0.813645654113265,0.371866173508461,0.209446749328931,0.995194435275688,0.93417982448994
"2005-01-28 00:0",0.922982485917162,0.323089941088254,0.206106415896093,0.980390607180068,0.984164156078929
"2005-01-31 00:0",0.880797000256258,0.22025792338692,0.213194571240475,0.682491286667473,0.670448191589196
"2005-02-01 00:0",0.943784618731337,0.225085892132181,0.20469283185188,0.656269365871045,0.695879718168845
"2005-02-02 00:0",0.87009206649245,0.227825213137687,0.207056507497054,0.67160420947017,0.694507689292602
"2005-02-03 00:0",0.839989950716101,0.239051824608608,0.226541504325833,0.683854981681968,0.70058606351947
"2005-02-04 00:0",0.882325671299999,0.247571874920132,0.254223455917772,0.675270554130628,0.703580481270192
"2005-02-07 00:0",0.87767978662227,0.241855125616408,0.255117040108558,0.667245916425885,0.70538675590627
"2005-02-08 00:0",0.930482036934518,0.232893310320171,0.255185986808039,0.677969953050641,0.742171942510257
"2005-02-09 00:0",0.928751391738362,0.202757707240896,0.249158860836567,0.675197889580324,0.748953211897515
"2005-02-10 00:0",0.992672954244288,0.196763199522113,0.218179182760493,0.698894717654761,0.723607605202927
"2005-02-11 00:0",0.798704720196047,0.292214853008395,0.248373233894092,0.678569300194757,0.62621061869692
"2005-02-14 00:0",0.766689206963297,0.30394321874239,0.252263364629596,0.687654097050975,0.674945480544037
"2005-02-15 00:0",0.766922529865462,0.298926783787056,0.286958517207907,0.723386735516929,0.696085218643713
"2005-02-16 00:0",0.624915335768743,0.331589443724353,0.290604655446662,0.761915374857734,0.663627335557286
"2005-02-17 00:0",0.642470588930605,0.324940384619287,0.292336860143819,0.743135733792237,0.731889678495471
"2005-02-18 00:0",0.61325452405693,0.306650789620068,0.283101608916699,0.718885344766628,0.736055969933996
"2005-02-22 00:0",0.709110237375553,0.266505376403863,0.249447447817576,0.695989627734486,0.673757283113302
"2005-02-23 00:0",0.701766133096056,0.271023589632222,0.245909429557156,0.687102227673113,0.56139149322852
"2005-02-24 00:0",0.678966766350416,0.268555807680277,0.238575418409432,0.690042498633493,0.5555601297022
"2005-02-25 00:0",0.732915197727276,0.306195241887822,0.211203458177926,0.648541146941242,0.591905607153757
"2005-02-28 00:0",0.722654804620188,0.321123183133766,0.257870150451531,0.683914622699608,0.537446930354099
"2005-03-01 00:0",0.760744537861926,0.316663604023436,0.263437397736622,0.669890922510901,0.551514054611971
"2005-03-02 00:0",0.762718454105583,0.285908645910627,0.267579392580441,0.675571104885093,0.532146385097279
"2005-03-03 00:0",0.778334686248633,0.301283977536561,0.288145516903335,0.676764060310154,0.525245346070112
"2005-03-04 00:0",0.785997182852792,0.294872299724762,0.244103516510739,0.730524536980929,0.522409476035188
"2005-03-07 00:0",0.808604630246303,0.284108415395166,0.224525049586175,0.715216109050744,0.530261896527268
"2005-03-08 00:0",0.945609519012866,0.334400001817507,0.223136327106827,0.749543502840319,0.595042013452857
"2005-03-09 00:0",0.905051054707052,0.440595959334131,0.300039067567289,0.771033462916633,0.646856599066233
"2005-03-10 00:0",0.895306080773909,0.508427838032802,0.339081488548511,0.785624275400935,0.642846088979811
"2005-03-11 00:0",0.85318647017349,0.533454058597729,0.351431312097771,0.828247189820262,0.666752540654989
"2005-03-14 00:0",0.917575996424781,0.612145370163383,0.287538192710536,0.878932722897138,0.575460217744067
"2005-03-15 00:0",0.887802172377045,0.591866039688737,0.282796616764079,0.861596972673271,0.561966422156604
"2005-03-16 00:0",0.88394546600184,0.598365030427166,0.283253908924243,0.858358451905936,0.566080900620879
"2005-03-17 00:0",0.958648135153039,0.636656666951719,0.282527056536863,0.85960851444011,0.593347074443547
"2005-03-18 00:0",0.969539426371293,0.648102721575068,0.287710693363059,0.857532277837267,0.59213217028486
"2005-03-21 00:0",0.967903573647514,0.683207354092402,0.318417753995007,0.822391829729088,0.576033490287885
"2005-03-22 00:0",0.997105277110138,0.666384409654443,0.341317463196498,0.789308659403622,0.548548626017293
"2005-03-23 00:0",0.998987337143836,0.620112203430587,0.350109956866818,0.820240101722696,0.584742746403433
"2005-03-24 00:0",0.755647064747927,0.597641260579234,0.410822702906835,0.823038671878093,0.548001356728941
"2005-03-28 00:0",0.683503508621377,0.717486582709724,0.443563215452758,0.803342491153433,0.558372716724586
"2005-03-29 00:0",0.735596923526696,0.666988241349246,0.420643694003855,0.789998831835207,0.498891113414689
"2005-03-30 00:0",0.836226515027964,0.612933146248211,0.485990388227952,0.846721576895894,0.539905491285196
"2005-03-31 00:0",0.807571619891182,0.639486668291034,0.465184842915154,0.826811508825249,0.541314067491213
"2005-04-01 00:0",0.959883467545398,0.712766116566829,0.403665783984576,0.776153174851635,0.601930032309562
"2005-04-04 00:0",0.953482887776608,0.654092600110712,0.436443637754615,0.734262140645026,0.567511251668135
"2005-04-05 00:0",0.883929008569776,0.664193698216366,0.451599810336417,0.703075778166994,0.575249915138951
"2005-04-06 00:0",0.901252114375358,0.714788132965942,0.435260176226607,0.742871736460902,0.621334729762872
"2005-04-07 00:0",0.865866974913537,0.70947852612865,0.421343547565117,0.740065221289763,0.6085482354081
"2005-04-08 00:0",0.911502775143582,0.720379027946755,0.41807791490771,0.736151119732519,0.617719500137765
"2005-04-11 00:0",0.894481165420886,0.640880267793456,0.426598174109337,0.721305781491938,0.610858512330702
"2005-04-12 00:0",0.882888086336578,0.660063147107148,0.466260952484665,0.67209465216007,0.60943686899011
"2005-04-13 00:0",0.832937454685726,0.70669345904457,0.467380329195639,0.719900744426799,0.609483036880291
"2005-04-14 00:0",0.533774179151842,0.880663721401619,0.334067553265941,0.880560107974607,0.50872442405418
"2005-04-15 00:0",0.515901741483356,0.889358689789168,0.375030430537396,0.918773063462912,0.507311689101876
"2005-04-18 00:0",0.446338304035091,0.88845943005163,0.375448540596467,0.939006018189531,0.488613049210568
"2005-04-19 00:0",0.629744831036219,0.974580898541025,0.303185390937183,0.961675609083556,0.446805260767908
"2005-04-20 00:0",0.489574821369544,0.955927889663504,0.499657819940262,0.977988640217204,0.493866939394928
"2005-04-21 00:0",0.467558979833534,0.995992349191783,0.525486984735113,0.917150252751896,0.503708644192772
"2005-04-22 00:0",0.564897173487942,0.913998266544156,0.442689270291218,0.991599654051553,0.396583586468188
"2005-04-25 00:0",0.5471756269754,0.879562295411841,0.459072351749447,0.993721855825241,0.361124456030927
"2005-04-26 00:0",0.504802311760303,0.848192946699204,0.409715960756257,0.938760293108428,0.34562584859384
"2005-04-27 00:0",0.495623222534344,0.839293188714674,0.410012154358792,0.945247177175765,0.350245153252012
"2005-04-28 00:0",0.460572172321331,0.888097930180251,0.421481648163026,0.945927163767325,0.351526083286625
"2005-04-29 00:0",0.448556305563007,0.911412456284267,0.413636264074974,0.936999570464641,0.346020934955926
"2005-05-02 00:0",0.500831462048882,0.803338366144719,0.509455798868715,0.972179761463987,0.354124844216449
"2005-05-03 00:0",0.488774896319965,0.84416787154363,0.53524569036238,0.957529717691267,0.331013581502428
"2005-05-04 00:0",0.549920466381171,0.848732980227409,0.562461065468825,0.942498515872691,0.323165194672655
"2005-05-05 00:0",0.539616364752151,0.76124165263017,0.544132826590456,0.910970596456627,0.292228526207979
"2005-05-06 00:0",0.588058560673459,0.741433666303548,0.463804500457298,0.907584838566855,0.314413451460499
"2005-05-09 00:0",0.549663902292663,0.723522561991151,0.501063218669785,0.951181953207592,0.318050858215989
"2005-05-10 00:0",0.53727742529051,0.740818033741738,0.49830539040297,0.941829637811226,0.307957444284709
"2005-05-11 00:0",0.509691776337626,0.709776684979419,0.564316485728555,0.952688424042254,0.330160737896312
"2005-05-12 00:0",0.555692672300081,0.735514859661704,0.515028141406315,0.983073654714742,0.336006644390903
"2005-05-13 00:0",0.524909358955167,0.732964423716766,0.494486303635039,0.968820082413898,0.344262735770902
"2005-05-16 00:0",0.588680820874215,0.678039589513139,0.491403903122124,0.984621076672364,0.339474081933913
"2005-05-17 00:0",0.579151318775815,0.700483774514353,0.493740242100072,0.957339540958249,0.334408045410147
"2005-05-18 00:0",0.579183330560861,0.700421820022679,0.482349268648921,0.952306746049549,0.324288062572166
"2005-05-19 00:0",0.577391624947558,0.671308803636031,0.529276654325519,0.968226916150601,0.351376745207533
"2005-05-20 00:0",0.602556430493929,0.665674962294119,0.494035246020088,0.996234355625086,0.344411092685105
"2005-05-23 00:0",0.572988284085652,0.613599996555744,0.513863836608366,0.995061877285145,0.338906785497826
"2005-05-24 00:0",0.576977320750697,0.615593021542865,0.520305406179685,0.998633667113535,0.334987156142209
"2005-05-25 00:0",0.572061223848011,0.585263763213277,0.510106597802142,0.973931126819053,0.319798076614468
"2005-05-26 00:0",0.544181056488812,0.590784545727166,0.534635866541283,0.993739402087368,0.264100189309052
"2005-05-27 00:0",0.54677306397393,0.597563076570424,0.533725862975561,0.988850548884252,0.268358005119463
"2005-05-31 00:0",0.494191947153844,0.57071555159167,0.585235582371225,0.996476206147536,0.257751141618904
"2005-06-01 00:0",0.491875502632111,0.58817872751794,0.557391307305904,0.962655330051444,0.258217496609003
"2005-06-02 00:0",0.503290231583221,0.5571841523047,0.510935951146068,0.953361138761217,0.217114215472491
"2005-06-03 00:0",0.502322323190081,0.55205206567327,0.517973536338863,0.962089704592826,0.216365939023493
"2005-06-06 00:0",0.512933402906401,0.53273493325356,0.505248376909666,0.935483713026327,0.217175846567854
"2005-06-07 00:0",0.512731906784268,0.533563517214295,0.501355021872854,0.931625922168777,0.21854286518448
"2005-06-08 00:0",0.312559834128654,0.590960444900724,0.515726330634675,0.986660090686554,0.194051757786481
"2005-06-09 00:0",0.297809264305703,0.655636481497135,0.497922071441115,0.995096167782662,0.212209200194023
"2005-06-10 00:0",0.277289312325202,0.678225564701315,0.481443573425955,0.983274141312402,0.21042728390791
"2005-06-13 00:0",0.304946341449944,0.688043969962238,0.482817384537688,0.946683287767147,0.220601438825305
"2005-06-14 00:0",0.354214637463643,0.699147446353747,0.448095821649382,0.921836482688234,0.228457705846319
"2005-06-15 00:0",0.287963765983281,0.762501869034048,0.43454073429886,0.999738501212925,0.199183835965069
"2005-06-16 00:0",0.243988209227121,0.726510558240634,0.472394978117335,0.973488897770777,0.204732567206595
"2005-06-17 00:0",0.232860281185653,0.672249995674697,0.480910501354804,0.966471074173233,0.195420733032146
"2005-06-20 00:0",0.240429279552726,0.645684502886789,0.505336307355311,0.917793069474942,0.216547996334571
"2005-06-21 00:0",0.248807849618848,0.644505933767964,0.471847422879788,0.918660321517737,0.190815621196696
"2005-06-22 00:0",0.248466551479692,0.645074644781134,0.473575802448979,0.917538365894614,0.192275506021793
"2005-06-23 00:0",0.21440018179485,0.646888929424206,0.523119323621985,0.956860663029041,0.194340747409655
"2005-06-24 00:0",0.202516170723017,0.630807146060617,0.515673159382573,0.956381815996961,0.188370942998553
"2005-06-27 00:0",0.193374882908335,0.65966377267552,0.5442793525258,0.942901139395785,0.192768658493267
"2005-06-28 00:0",0.180412586711273,0.671711329569154,0.539244579642277,0.928209928462493,0.19215822657426
"2005-06-29 00:0",0.195266327337634,0.664664907020348,0.545263331125202,0.937796237245741,0.188461469354
"2005-06-30 00:0",0.187550187083946,0.673810523744189,0.582022079795905,0.956180632550126,0.195916564772363
"2005-07-01 00:0",0.186386901332835,0.666928429985762,0.552156642255885,0.934669965640207,0.196713764051638
"2005-07-05 00:0",0.177671770038359,0.66223172189768,0.522611346917539,0.995887470381864,0.170326861475268
"2005-07-06 00:0",0.18415240002152,0.669915614147807,0.527886563209279,0.974197187531506,0.182646594417468
"2005-07-07 00:0",0.153029679029048,0.677978861778346,0.541156043378007,0.985075613380474,0.187883637421649
"2005-07-08 00:0",0.144243503495975,0.683472865584172,0.550476121360068,0.975990153500772,0.189792789288503
"2005-07-11 00:0",0.123518909241195,0.627044893367496,0.625171390498614,0.998649608412314,0.204939845698207
"2005-07-12 00:0",0.115005159289719,0.614745206928391,0.658890072762286,0.983171199298168,0.208131458306977
"2005-07-13 00:0",0.178318498603413,0.555645307119619,0.659441157672958,0.93851037690777,0.220292658720387
"2005-07-14 00:0",0.265450352044449,0.670098665018592,0.465182773365031,0.933586574022564,0.178224886230973
"2005-07-15 00:0",0.242911705445029,0.668627245758241,0.52626710842004,0.898916358778107,0.182299230699739
"2005-07-18 00:0",0.248601808920047,0.691031003513732,0.532075943233871,0.848060667511646,0.180326325335356
"2005-07-19 00:0",0.205199905382328,0.657265600853953,0.586130957568897,0.850953299231744,0.195774007435501
"2005-07-20 00:0",0.204989815691481,0.664775417126275,0.587108387740966,0.841657999853782,0.196185569670188
"2005-07-21 00:0",0.209191410773235,0.635258677220454,0.548546211415092,0.81406356574605,0.192591406881772
"2005-07-22 00:0",0.21514687295532,0.636150776859686,0.550439178649015,0.805619580291489,0.188431785165194
"2005-07-25 00:0",0.24281538721608,0.668127837135143,0.541927410876895,0.83392616010267,0.173886217036865
"2005-07-26 00:0",0.250428115407219,0.670777055383978,0.515281762614052,0.831954449098466,0.177956391352942
"2005-07-27 00:0",0.251716050783893,0.656972874184837,0.502727001910985,0.832186552179593,0.176708926351959
"2005-07-28 00:0",0.25475219495865,0.654299334506499,0.518535285168092,0.845450855392667,0.176169483305427
"2005-07-29 00:0",0.258996718319523,0.659872313753688,0.518173446534287,0.836178633878107,0.175166763883258
"2005-08-01 00:0",0.288406496678505,0.712305112008183,0.469898515117294,0.841302798238865,0.154097000680549
"2005-08-02 00:0",0.303357299672077,0.734671277492186,0.486568383802071,0.811817101883364,0.152776788137081
"2005-08-03 00:0",0.311669435974598,0.755210624210018,0.448472164765195,0.866146887616208,0.141122411735684
"2005-08-04 00:0",0.308808598761332,0.717331615766399,0.486353846672378,0.889796376711799,0.126186095725667
"2005-08-05 00:0",0.319518696229682,0.694879574688163,0.500270531910361,0.798748859898315,0.126979463970765
"2005-08-08 00:0",0.273989313225826,0.712358720375883,0.487991700347751,0.815122786094352,0.150070412528558
"2005-08-09 00:0",0.303651315289065,0.712488425642803,0.487247685797735,0.82224382773989,0.157871585020862
"2005-08-10 00:0",0.299982823972347,0.675660245297655,0.465780356783244,0.831644427631022,0.162459711051386
"2005-08-11 00:0",0.345251624498738,0.676528919186101,0.444047209478201,0.822453109514279,0.162371154697273
"2005-08-12 00:0",0.324259077926594,0.696792316240276,0.480412145594324,0.850895215747614,0.134315480672353
"2005-08-15 00:0",0.336353018301472,0.677009516474438,0.494845932263852,0.887645575339302,0.12527062330292
"2005-08-16 00:0",0.36902858394403,0.673705205391236,0.49138637671208,0.856030464460872,0.124994035041553
"2005-08-17 00:0",0.416093360742399,0.793033288412763,0.4885508787608,0.829856846855747,0.142887139066979
"2005-08-18 00:0",0.382939579713229,0.803859324729413,0.440330393897375,0.818468748216614,0.136618393391317
"2005-08-19 00:0",0.384421221332418,0.771521590668952,0.462289224010285,0.794814028449571,0.144551011306721
"2005-08-22 00:0",0.376207369956487,0.731662498014259,0.469905007693678,0.767097504578836,0.161608283892792
